id_producto,sku,marca,nombre,categoria,genero,descripcion,precio,precio_anterior,talla,color,color_hex,stock,imagen_principal,imagen_secundaria,imagenes,destacado,proximamente,activo
ua-3,UA-3-L,Under Armour,Short Raid 2.0,shorts,hombre,Short de entrenamiento con tela ligera y bolsillos laterales. Libertad de movimiento total.,649,,L,Negro,#111111,11,/products/under-armour/ua-3-1.svg,/products/under-armour/ua-3-2.svg,,true,false,true
ua-3,UA-3-XL,Under Armour,Short Raid 2.0,shorts,hombre,Short de entrenamiento con tela ligera y bolsillos laterales. Libertad de movimiento total.,649,,XL,Negro,#111111,7,/products/under-armour/ua-3-1.svg,/products/under-armour/ua-3-2.svg,,true,false,true
ua-4,UA-4-S,Under Armour,Pants Rival Fleece,pants,hombre,Pants de felpa suave con puños ajustados y bolsillos con cierre. Cómodo para antes y después de entrenar.,1099,1299,S,Gris Oscuro,#4b4b4b,6,/products/under-armour/ua-4-1.svg,/products/under-armour/ua-4-2.svg,,false,false,true
ua-4,UA-4-M,Under Armour,Pants Rival Fleece,pants,hombre,Pants de felpa suave con puños ajustados y bolsillos con cierre. Cómodo para antes y después de entrenar.,1099,1299,M,Gris Oscuro,#4b4b4b,10,/products/under-armour/ua-4-1.svg,/products/under-armour/ua-4-2.svg,,false,false,true
ua-4,UA-4-L,Under Armour,Pants Rival Fleece,pants,hombre,Pants de felpa suave con puños ajustados y bolsillos con cierre. Cómodo para antes y después de entrenar.,1099,1299,L,Gris Oscuro,#4b4b4b,8,/products/under-armour/ua-4-1.svg,/products/under-armour/ua-4-2.svg,,false,false,true
ua-4,UA-4-XL,Under Armour,Pants Rival Fleece,pants,hombre,Pants de felpa suave con puños ajustados y bolsillos con cierre. Cómodo para antes y después de entrenar.,1099,1299,XL,Gris Oscuro,#4b4b4b,5,/products/under-armour/ua-4-1.svg,/products/under-armour/ua-4-2.svg,,false,false,true
ua-5,UA-5-S,Under Armour,Sudadera Rival Fleece Hoodie,sudaderas,hombre,Hoodie de felpa con capucha ajustable y bolsillo canguro. Abrigo sin perder movilidad.,1399,,S,Negro,#111111,5,/products/under-armour/ua-5-1.svg,/products/under-armour/ua-5-2.svg,,false,false,true
ua-5,UA-5-M,Under Armour,Sudadera Rival Fleece Hoodie,sudaderas,hombre,Hoodie de felpa con capucha ajustable y bolsillo canguro. Abrigo sin perder movilidad.,1399,,M,Negro,#111111,9,/products/under-armour/ua-5-1.svg,/products/under-armour/ua-5-2.svg,,false,false,true
ua-5,UA-5-L,Under Armour,Sudadera Rival Fleece Hoodie,sudaderas,hombre,Hoodie de felpa con capucha ajustable y bolsillo canguro. Abrigo sin perder movilidad.,1399,,L,Negro,#111111,7,/products/under-armour/ua-5-1.svg,/products/under-armour/ua-5-2.svg,,false,false,true
ua-5,UA-5-XL,Under Armour,Sudadera Rival Fleece Hoodie,sudaderas,hombre,Hoodie de felpa con capucha ajustable y bolsillo canguro. Abrigo sin perder movilidad.,1399,,XL,Negro,#111111,4,/products/under-armour/ua-5-1.svg,/products/under-armour/ua-5-2.svg,,false,false,true
ua-6,UA-6-S,Under Armour,Legging Favorite,leggings,mujer,Legging de tela compresiva con cintura alta. Soporte durante todo el entrenamiento.,899,,S,Negro,#111111,11,/products/under-armour/ua-6-1.svg,/products/under-armour/ua-6-2.svg,,true,false,true
ua-6,UA-6-M,Under Armour,Legging Favorite,leggings,mujer,Legging de tela compresiva con cintura alta. Soporte durante todo el entrenamiento.,899,,M,Negro,#111111,13,/products/under-armour/ua-6-1.svg,/products/under-armour/ua-6-2.svg,,true,false,true
ua-6,UA-6-L,Under Armour,Legging Favorite,leggings,mujer,Legging de tela compresiva con cintura alta. Soporte durante todo el entrenamiento.,899,,L,Negro,#111111,9,/products/under-armour/ua-6-1.svg,/products/under-armour/ua-6-2.svg,,true,false,true
ua-6,UA-6-XL,Under Armour,Legging Favorite,leggings,mujer,Legging de tela compresiva con cintura alta. Soporte durante todo el entrenamiento.,899,,XL,Negro,#111111,5,/products/under-armour/ua-6-1.svg,/products/under-armour/ua-6-2.svg,,true,false,true
ua-7,UA-7-S,Under Armour,Top HeatGear Armour,tops,mujer,Top deportivo de soporte medio en tela HeatGear. Ligero y transpirable.,649,,S,Negro,#111111,10,/products/under-armour/ua-7-1.svg,/products/under-armour/ua-7-2.svg,,false,false,true
ua-7,UA-7-M,Under Armour,Top HeatGear Armour,tops,mujer,Top deportivo de soporte medio en tela HeatGear. Ligero y transpirable.,649,,M,Negro,#111111,10,/products/under-armour/ua-7-1.svg,/products/under-armour/ua-7-2.svg,,false,false,true
ua-7,UA-7-L,Under Armour,Top HeatGear Armour,tops,mujer,Top deportivo de soporte medio en tela HeatGear. Ligero y transpirable.,649,,L,Negro,#111111,8,/products/under-armour/ua-7-1.svg,/products/under-armour/ua-7-2.svg,,false,false,true
ua-7,UA-7-XL,Under Armour,Top HeatGear Armour,tops,mujer,Top deportivo de soporte medio en tela HeatGear. Ligero y transpirable.,649,,XL,Negro,#111111,3,/products/under-armour/ua-7-1.svg,/products/under-armour/ua-7-2.svg,,false,false,true
ua-8,UA-8-Única,Under Armour,Gorra Blitzing,accesorios,unisex,Gorra ajustable con visera curva y logo bordado. Talla única.,449,,Única,Negro,#111111,20,/products/under-armour/ua-8-1.svg,/products/under-armour/ua-8-2.svg,,false,false,true
ua-9,UA-9-S,Under Armour,Jersey Training,jerseys,hombre,"Jersey deportivo de malla ligera con ajuste holgado, ideal para entrenar en equipo.",949,,S,Negro,#111111,6,/products/under-armour/ua-9-1.svg,/products/under-armour/ua-9-2.svg,,false,false,true
ua-9,UA-9-M,Under Armour,Jersey Training,jerseys,hombre,"Jersey deportivo de malla ligera con ajuste holgado, ideal para entrenar en equipo.",949,,M,Negro,#111111,9,/products/under-armour/ua-9-1.svg,/products/under-armour/ua-9-2.svg,,false,false,true
ua-9,UA-9-L,Under Armour,Jersey Training,jerseys,hombre,"Jersey deportivo de malla ligera con ajuste holgado, ideal para entrenar en equipo.",949,,L,Negro,#111111,8,/products/under-armour/ua-9-1.svg,/products/under-armour/ua-9-2.svg,,false,false,true
ua-9,UA-9-XL,Under Armour,Jersey Training,jerseys,hombre,"Jersey deportivo de malla ligera con ajuste holgado, ideal para entrenar en equipo.",949,,XL,Negro,#111111,4,/products/under-armour/ua-9-1.svg,/products/under-armour/ua-9-2.svg,,false,false,true
vq-1,VQ-1-S,Vanquish,Playera Oversized Essential,playeras,hombre,Playera oversized de algodón pesado con caída recta. Básico premium de uso diario.,799,,S,Negro,#111111,10,/products/vanquish/vq-1-1.svg,/products/vanquish/vq-1-2.svg,,true,false,true
vq-1,VQ-1-M,Vanquish,Playera Oversized Essential,playeras,hombre,Playera oversized de algodón pesado con caída recta. Básico premium de uso diario.,799,,M,Negro,#111111,15,/products/vanquish/vq-1-1.svg,/products/vanquish/vq-1-2.svg,,true,false,true
vq-1,VQ-1-L,Vanquish,Playera Oversized Essential,playeras,hombre,Playera oversized de algodón pesado con caída recta. Básico premium de uso diario.,799,,L,Negro,#111111,13,/products/vanquish/vq-1-1.svg,/products/vanquish/vq-1-2.svg,,true,false,true
vq-1,VQ-1-XL,Vanquish,Playera Oversized Essential,playeras,hombre,Playera oversized de algodón pesado con caída recta. Básico premium de uso diario.,799,,XL,Negro,#111111,8,/products/vanquish/vq-1-1.svg,/products/vanquish/vq-1-2.svg,,true,false,true
vq-2,VQ-2-S,Vanquish,Playera Seamless Fitted,playeras,hombre,Playera tejida sin costuras con ajuste entallado. Marca el trabajo sin apretar.,849,,S,Gris,#9c9c9c,7,/products/vanquish/vq-2-1.svg,/products/vanquish/vq-2-2.svg,,false,false,true
vq-2,VQ-2-M,Vanquish,Playera Seamless Fitted,playeras,hombre,Playera tejida sin costuras con ajuste entallado. Marca el trabajo sin apretar.,849,,M,Gris,#9c9c9c,11,/products/vanquish/vq-2-1.svg,/products/vanquish/vq-2-2.svg,,false,false,true
vq-2,VQ-2-L,Vanquish,Playera Seamless Fitted,playeras,hombre,Playera tejida sin costuras con ajuste entallado. Marca el trabajo sin apretar.,849,,L,Gris,#9c9c9c,10,/products/vanquish/vq-2-1.svg,/products/vanquish/vq-2-2.svg,,false,false,true
vq-2,VQ-2-XL,Vanquish,Playera Seamless Fitted,playeras,hombre,Playera tejida sin costuras con ajuste entallado. Marca el trabajo sin apretar.,849,,XL,Gris,#9c9c9c,5,/products/vanquish/vq-2-1.svg,/products/vanquish/vq-2-2.svg,,false,false,true
vq-3,VQ-3-S,Vanquish,Short Enzo,shorts,hombre,Short deportivo de tela stretch con forro interior. Pretina elástica con cordón ajustable.,699,,S,Negro,#111111,0,/products/vanquish/vq-3-1.svg,/products/vanquish/vq-3-2.svg,,false,true,true
vq-3,VQ-3-M,Vanquish,Short Enzo,shorts,hombre,Short deportivo de tela stretch con forro interior. Pretina elástica con cordón ajustable.,699,,M,Negro,#111111,0,/products/vanquish/vq-3-1.svg,/products/vanquish/vq-3-2.svg,,false,true,true
vq-3,VQ-3-L,Vanquish,Short Enzo,shorts,hombre,Short deportivo de tela stretch con forro interior. Pretina elástica con cordón ajustable.,699,,L,Negro,#111111,0,/products/vanquish/vq-3-1.svg,/products/vanquish/vq-3-2.svg,,false,true,true
vq-3,VQ-3-XL,Vanquish,Short Enzo,shorts,hombre,Short deportivo de tela stretch con forro interior. Pretina elástica con cordón ajustable.,699,,XL,Negro,#111111,0,/products/vanquish/vq-3-1.svg,/products/vanquish/vq-3-2.svg,,false,true,true
vq-4,VQ-4-S,Vanquish,Jogger Icon,pants,hombre,Jogger de tela stretch con puño ajustado en tobillo. Entalle atlético.,1199,1399,S,Negro,#111111,8,/products/vanquish/vq-4-1.svg,/products/vanquish/vq-4-2.svg,,true,false,true
vq-4,VQ-4-M,Vanquish,Jogger Icon,pants,hombre,Jogger de tela stretch con puño ajustado en tobillo. Entalle atlético.,1199,1399,M,Negro,#111111,12,/products/vanquish/vq-4-1.svg,/products/vanquish/vq-4-2.svg,,true,false,true
vq-4,VQ-4-L,Vanquish,Jogger Icon,pants,hombre,Jogger de tela stretch con puño ajustado en tobillo. Entalle atlético.,1199,1399,L,Negro,#111111,10,/products/vanquish/vq-4-1.svg,/products/vanquish/vq-4-2.svg,,true,false,true
vq-4,VQ-4-XL,Vanquish,Jogger Icon,pants,hombre,Jogger de tela stretch con puño ajustado en tobillo. Entalle atlético.,1199,1399,XL,Negro,#111111,6,/products/vanquish/vq-4-1.svg,/products/vanquish/vq-4-2.svg,,true,false,true
vq-5,VQ-5-NEG-S,Vanquish,Legging Contour Seamless,leggings,mujer,Legging sin costuras con compresión por zonas y cintura alta. Efecto contorno.,999,,S,Negro,#111111,9,/products/vanquish/vq-5-1.svg,/products/vanquish/vq-5-2.svg,,true,false,true
vq-5,VQ-5-NEG-M,Vanquish,Legging Contour Seamless,leggings,mujer,Legging sin costuras con compresión por zonas y cintura alta. Efecto contorno.,999,,M,Negro,#111111,12,/products/vanquish/vq-5-1.svg,/products/vanquish/vq-5-2.svg,,true,false,true
vq-5,VQ-5-NEG-L,Vanquish,Legging Contour Seamless,leggings,mujer,Legging sin costuras con compresión por zonas y cintura alta. Efecto contorno.,999,,L,Negro,#111111,9,/products/vanquish/vq-5-1.svg,/products/vanquish/vq-5-2.svg,,true,false,true
vq-5,VQ-5-NEG-XL,Vanquish,Legging Contour Seamless,leggings,mujer,Legging sin costuras con compresión por zonas y cintura alta. Efecto contorno.,999,,XL,Negro,#111111,4,/products/vanquish/vq-5-1.svg,/products/vanquish/vq-5-2.svg,,true,false,true
vq-5,VQ-5-VIN-S,Vanquish,Legging Contour Seamless,leggings,mujer,Legging sin costuras con compresión por zonas y cintura alta. Efecto contorno.,999,,S,Vino,#6e1423,9,/products/vanquish/vq-5-1.svg,/products/vanquish/vq-5-2.svg,,true,false,true
vq-5,VQ-5-VIN-M,Vanquish,Legging Contour Seamless,leggings,mujer,Legging sin costuras con compresión por zonas y cintura alta. Efecto contorno.,999,,M,Vino,#6e1423,12,/products/vanquish/vq-5-1.svg,/products/vanquish/vq-5-2.svg,,true,false,true
vq-5,VQ-5-VIN-L,Vanquish,Legging Contour Seamless,leggings,mujer,Legging sin costuras con compresión por zonas y cintura alta. Efecto contorno.,999,,L,Vino,#6e1423,9,/products/vanquish/vq-5-1.svg,/products/vanquish/vq-5-2.svg,,true,false,true
vq-5,VQ-5-VIN-XL,Vanquish,Legging Contour Seamless,leggings,mujer,Legging sin costuras con compresión por zonas y cintura alta. Efecto contorno.,999,,XL,Vino,#6e1423,4,/products/vanquish/vq-5-1.svg,/products/vanquish/vq-5-2.svg,,true,false,true
vq-6,VQ-6-S,Vanquish,Top Sports Bra Seamless,tops,mujer,Top deportivo sin costuras con soporte medio-alto. Tela compresiva de secado rápido.,599,,S,Negro,#111111,10,/products/vanquish/vq-6-1.svg,/products/vanquish/vq-6-2.svg,,false,false,true
vq-6,VQ-6-M,Vanquish,Top Sports Bra Seamless,tops,mujer,Top deportivo sin costuras con soporte medio-alto. Tela compresiva de secado rápido.,599,,M,Negro,#111111,12,/products/vanquish/vq-6-1.svg,/products/vanquish/vq-6-2.svg,,false,false,true
vq-6,VQ-6-L,Vanquish,Top Sports Bra Seamless,tops,mujer,Top deportivo sin costuras con soporte medio-alto. Tela compresiva de secado rápido.,599,,L,Negro,#111111,8,/products/vanquish/vq-6-1.svg,/products/vanquish/vq-6-2.svg,,false,false,true
vq-6,VQ-6-XL,Vanquish,Top Sports Bra Seamless,tops,mujer,Top deportivo sin costuras con soporte medio-alto. Tela compresiva de secado rápido.,599,,XL,Negro,#111111,3,/products/vanquish/vq-6-1.svg,/products/vanquish/vq-6-2.svg,,false,false,true
vq-7,VQ-7-S,Vanquish,Hoodie Oversized Essential,sudaderas,unisex,Hoodie oversized de felpa pesada con bolsillo canguro y capucha forrada.,1299,,S,Gris,#9c9c9c,0,/products/vanquish/vq-7-1.svg,/products/vanquish/vq-7-2.svg,,false,true,true
vq-7,VQ-7-M,Vanquish,Hoodie Oversized Essential,sudaderas,unisex,Hoodie oversized de felpa pesada con bolsillo canguro y capucha forrada.,1299,,M,Gris,#9c9c9c,0,/products/vanquish/vq-7-1.svg,/products/vanquish/vq-7-2.svg,,false,true,true
vq-7,VQ-7-L,Vanquish,Hoodie Oversized Essential,sudaderas,unisex,Hoodie oversized de felpa pesada con bolsillo canguro y capucha forrada.,1299,,L,Gris,#9c9c9c,0,/products/vanquish/vq-7-1.svg,/products/vanquish/vq-7-2.svg,,false,true,true
vq-7,VQ-7-XL,Vanquish,Hoodie Oversized Essential,sudaderas,unisex,Hoodie oversized de felpa pesada con bolsillo canguro y capucha forrada.,1299,,XL,Gris,#9c9c9c,0,/products/vanquish/vq-7-1.svg,/products/vanquish/vq-7-2.svg,,false,true,true
vq-8,VQ-8-S,Vanquish,Jersey Training Mesh,jerseys,hombre,Jersey de malla transpirable con ajuste holgado. Pensado para entrenar en equipo.,899,,S,Negro,#111111,6,/products/vanquish/vq-8-1.svg,/products/vanquish/vq-8-2.svg,,false,false,true
vq-8,VQ-8-M,Vanquish,Jersey Training Mesh,jerseys,hombre,Jersey de malla transpirable con ajuste holgado. Pensado para entrenar en equipo.,899,,M,Negro,#111111,8,/products/vanquish/vq-8-1.svg,/products/vanquish/vq-8-2.svg,,false,false,true
vq-8,VQ-8-L,Vanquish,Jersey Training Mesh,jerseys,hombre,Jersey de malla transpirable con ajuste holgado. Pensado para entrenar en equipo.,899,,L,Negro,#111111,7,/products/vanquish/vq-8-1.svg,/products/vanquish/vq-8-2.svg,,false,false,true
vq-8,VQ-8-XL,Vanquish,Jersey Training Mesh,jerseys,hombre,Jersey de malla transpirable con ajuste holgado. Pensado para entrenar en equipo.,899,,XL,Negro,#111111,3,/products/vanquish/vq-8-1.svg,/products/vanquish/vq-8-2.svg,,false,false,true
vq-9,VQ-9-Única,Vanquish,Gorra Icon,accesorios,unisex,Gorra ajustable de algodón con bordado minimalista. Talla única.,429,,Única,Negro,#111111,18,/products/vanquish/vq-9-1.svg,/products/vanquish/vq-9-2.svg,,false,false,true
pa-1,PA-1-L,Pirma,Jersey Playera Club Cruz Local Azul 2026-2027 Original ,jerseys,hombre,"Jersey deportivo club Cruz Azul, local, después de consagrarse como campeones por décima ocasión.",850,850,L,Azul Celeste,#001F60,2,/products/pirma/cruzazul1.png,,,true,false,true
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
